text,sentiment,brand
kalo cari tempat nongkrong di tengah kota bandung tapi dengan nuansa alam yap cocok banget buat datang ke kopi nako ini walaupun di tengah kota tapi nuansa pohon nya cocok sekali buat ngadem saat cuaca panas panas tani dengan bagai varian kopi yang banyak dan makanan yang enak tempat ini recomended untuk fasilitas seperti toilet bersih ada fotobooth juga tempat parkir cukup luas ada indoor dan outdoor nya,positive,Kopi Nako
makanan datang lama banget pas sudah ready makan itu tidak panas sama skali malah cm anget2 kuku doang,negative,Kopi Nako
tempat enak buat nyantai sendiri enak juga buat grup makanannharganya jangkau minum juga enak enak,positive,Kopi Nako
si teteh nya baik banget banget banget,negative,Kopi Nako
cuankinya enak tahu lada garam enak yang paling enak tempat nyaman banget buat nongkrong lama,positive,Kopi Nako
saji cepat kaka nya ramah,positive,Kopi Nako
tempat nya buat nongkrong lama enak karena tutup lama,positive,Kopi Nako
tempat nya sangat nyaman para waiternya juga ramah ramah semua,positive,Kopi Nako
kopi nako s nasi goreng merem melek daging is a must try indonesian dish the flavors are fantastic with perfectly seasoned fried rice and tender meat the spiciness adds a pleasant kick without overwhelming the palate generous portions friendly service and a cozy ambiance make this a memorable ning experience,positive,Kopi Nako
good food surprisingly tasty plenty of interesting beverage choices especially coffee nice area if it s not raining cleaning of the ashtray should be enhanced one thing i dissapointed the most is the use of plastic container on all of the menu please be aware of this,negative,Kopi Nako
banyak pelangi gatau mungkin kebeneran saja gatau gimana,negative,Kopi Nako
buat yang baru pertama kali kesini harus bawa debit ya cash no only,negative,Kopi Nako
tiap dapet order grabfood pasti selalu lama lebih dari tengah jam bikin males,negative,Kopi Nako
teteh ramah arsitektur nya bagus makanan n minuman nya ok,positive,Kopi Nako
kasir jutek,negative,Kopi Nako
coffee was good their food was good although not great i ordered tahu walik okay tempe mendoan wasn t authentic mendoan but okay pisang gula aren keju great rice menu was okay but kind of overpriced for the taste service was great atmosphere was good,negative,Kopi Nako
udah sering kesini langgan sini meski banyak coffee shop lain yg tawar banyak pilih saya tetap suka tempat ini servicenya ramah satset selalu ingat nama nama langgan is a poin plus kaka barista waitress chef semangat bre sehat sehat ya kamu nanti kesana lagi baru bisa review yah baru inget saja gitu sering kesini tapi tidak review b5 kan kocak wkwk terus kucing yg suka ikut nongkrong si gembul itu mana kangen kucing,positive,Kopi Nako
suasana nyaman layan nya okee banget utama rishel makan juga enak,positive,Kopi Nako
layan sangat ramah makan enak enak harga masuk lah di kantong ajar over all best sih,positive,Kopi Nako
si teteh nya baik banget banget banget,negative,Kopi Nako
your run of the mill coffee shop in bandung nothing special about it but i did enjoy my visit here it can get pretty crowded here especially on the weekends plenty of seating both indoors and outdoors though there is less indoor seating compared to outdoor seating the drinks they offer are nothing to write home about either it s just okay and there s nothing wrong with that 5 5,negative,Kopi Nako
tempat cozy viewnya juga bagus nyaman ada photobox nya keten baristanya yg nama ayu cakep lah,positive,Kopi Nako
tempat cozy makanan enak kopi mantap,positive,Kopi Nako
tempatnyaa bagus banget instagramble ccok buat ngopi2 santei smbil fto2 dsini,positive,Kopi Nako
kopi dan teh susunyaa juara and the ambience was soo great dateng pas sore jam4an duh enak banget you ll get a good lighting to take photos i guess,positive,Kopi Nako
tempat nyaman pas buat kumpul bareung teman lama sambil minum kopi,positive,Kopi Nako
tempat yang asyik dan nyaman banget buat santa ngobrol2 dengan teman banyak tempat outdoor dengan colok listrik yang sangat banyak karena saya bukan gemar kopi saya paling suka minum roseberry rosella strawberry nya segar,positive,Kopi Nako
lumayan tempat nya estetik tapi hubung dtgnya pas hujan jadi sayang banget tidak kedapetan tempat dan hrs duduk pinggir,negative,Kopi Nako
tempat parkir luas suasanyanya enak buat nongkrong atau bt dar ngopi tempat bersih,positive,Kopi Nako
layan ramah tempat nya sangat natural bikin betah,positive,Kopi Nako
instagramable place nice for hang up,positive,Kopi Nako
kopi terenaak suasana enak,positive,Kopi Nako
tata telak tempat duduk kurang nyaman,negative,Kopi Nako
desain similar dengan kopi nako sparc senayan untuk ngopi duduk atas sejuk pandang hijau banyak pohon2,negative,Kopi Nako
layan lama,negative,Kopi Nako
nyaman untuk kumpul dengan teman dengan pilih makanan minuman yang enak dan murah lokasi strategis parkir motor mobil juga lega,positive,Kopi Nako
banyak pelangi gatau mungkin kebeneran saja gatau gimana,negative,Kopi Nako
tempat nyaman layan baik musholanya juga bersih walaupun area non smokingnya tidak terlalu luas,positive,Kopi Nako
bagus banget tempat layan juga ramah banget dan minumanya juga enak enak,positive,Kopi Nako
majority of the seats are outdoors so if you come during rainy days be sure to pick an indoor seat food and coffee was mediocre and a bit overpriced to be honest but still in range of standard price in bandung it has nice bathrooms and decent prayer rooms though,negative,Kopi Nako
makananny enak banget tempat nyaman cozy instagramable,positive,Kopi Nako
enak buat ngadem dan juga ramah ramah,positive,Kopi Nako
wifi nya perlu baik gak bisa konek,negative,Kopi Nako
tempat ngopi yang enak di pahlawan kalau kesini harus cobain pisang nuggetnya sama tahu cabe garam kopi susu juga enak pokok kopi gak cukup satu pasti selalu nambah tempat juga selalu ramai,positive,Kopi Nako
menu enak enak layan mantap,positive,Kopi Nako
good ambience good variety of menu good service price were just okay not cheap not that expensive tho,positive,Kopi Nako
di mushola saja sepatu bisa ilang lain kali di adakan saja tempat titip sepatu kalau gaada tanggung jawab sama sekali padahal hilang dalam kawasan tempat kopi hati hati saja banyak maling di kawasan tempat kopi,negative,Kopi Nako
tempat luas sayang saja tidak ada non smoking area karena tempat buka semua rasa kopi ok harga gak terlalu mahal cuma agak kurang suka sama layan kasir kurang ramah,negative,Kopi Nako
barista nya ramah tempat nya luas sayang air semprot an toilet nya gak stabil,positive,Kopi Nako
tempat bagus asik buat nongkrong cuma sayang saya pesan kwetiaw goreng asin banget smg k dpnnya bisa d prbaiki,negative,Kopi Nako
mesen di gofood teh apel sama teh melon yg dateng kopi cara harga lebih murah yg lebih penting point nya tdk sesuai pesan kecewa,negative,Kopi Nako
layan tidak ramah,negative,Kopi Nako
banyak bot,negative,Kopi Nako
good food surprisingly tasty plenty of interesting beverage choices especially coffee nice area if it s not raining cleaning of the ashtray should be enhanced one thing i dissapointed the most is the use of plastic container on all of the menu please be aware of this,negative,Kopi Nako
tempat nongkrong yg asyik dan cukup senang cm parkir nya saja yg kurang luas,negative,Kopi Nako
terimakasih untuk susu enak,positive,Kopi Nako
enak buat nongkrong suka banget sama design concept bangun,positive,Kopi Nako
tempat bersih dan nyaman enak untuk kumpul sama,positive,Kopi Nako
minumanya enak,positive,Kopi Nako
dulu heran kenapa nako di cap bagai sarang boti nyata sekarang saya ngerti dari staffnya gemulai tamu gemulai sampai yang ngisi live musik juga gemulai semua please atuh lah,negative,Kopi Nako
mahal tapi sesuai,negative,Kopi Nako
tadi suka nongkrong sini semenjak tukang parkir ngelunjak males lagi dah,negative,Kopi Nako
the coffee was nice but not as good for the sides maincourse the ambience outside great the toilet can be great stinky the service okay bit shocked there is rainbow community here one of bravely asked for my number terrible,negative,Kopi Nako
untuk tempat enak dan maknan juga affordable nama server iqbal,positive,Kopi Nako
lumayan buat nongkrong meski ada jalur padat kendara,negative,Kopi Nako
parkir nya agak nyebelin minta lebih dari biasa utama yg bawa mobil sambut untuk tamu juga agak kurang kita hrs cari cari dl waiter nya lain nya cukup lah,negative,Kopi Nako
nako durian mantap,positive,Kopi Nako
good food surprisingly tasty plenty of interesting beverage choices especially coffee nice area if it s not raining cleaning of the ashtray should be enhanced one thing i dissapointed the most is the use of plastic container on all of the menu please be aware of this,negative,Kopi Nako
kopi duren enak pisang nakonya endes,positive,Kopi Nako
mantap nako everywhere pisang goreng kopi item jng pe skip,positive,Kopi Nako
makanan nyaa topp layan ramah banget seruu 3 frendly abis,positive,Kopi Nako
makan enak banget apalagi kwetiau sama donat siramnyaa tempat enak jugaa layan ramah ramah luv,positive,Kopi Nako
well place with comfy vibes,positive,Kopi Nako
untuk tempat dan layan sudah cukup nyaman,positive,Kopi Nako
banyak bot,negative,Kopi Nako
tempat cozy banget cocok buat chill,positive,Kopi Nako
kopi legit kudap sedap tempat cozy harga so so untuk ukur kota bandung dominan outdoor gaya bangun industrial minimal kesan luas lantar outdoornya lebih banyak saat hujan sedia payung cash dan cashless layan ramah,positive,Kopi Nako
pertama kali ke nako sini rasa konsisten suasana adem rame tapi gak bising rekomen buat area cikutra,positive,Kopi Nako
cara suasana nyamana betah makanan pun oke tapi kalo untuk pakai kerja pakai laptop meja kurang ergonomis saran lah banyakin meja yang enakeun buat kerja di depan laptop pasti nambah enjoy,positive,Kopi Nako
tempat luas sayang saja tidak ada non smoking area karena tempat buka semua rasa kopi ok harga gak terlalu mahal cuma agak kurang suka sama layan kasir kurang ramah,negative,Kopi Nako
ngopi gaul kaya diem di outdoor yg keren poko klo aku minum kopi setrong setrong banget deh,negative,Kopi Nako
agak over price kalo untuk daerah situ cuma makanan dan minum enak minus kalo hujan bubar,negative,Kopi Nako
tempat nyaman enak untuk nongkrong lama layan kopi cepat makan agak lama datang kopi ok mantap recomended,positive,Kopi Nako
tanggung jawab hilang barang nya tidak baik,negative,Kopi Nako
comfort place,negative,Kopi Nako
layan baik banget,positive,Kopi Nako
lagi ngopi tbtb dateng hewan mirip kalajengking di teras yang banyak kerikil takut banget,negative,Kopi Nako
nice place,positive,Kopi Nako
di mushola saja sepatu bisa ilang wkwk gangasih kompensasi sedikit pun manager bukan nya nyelesein malah ngajak preman guna nya manager apa ya tidak banget,negative,Kopi Nako
cocok buat nongkrong nugas,positive,Kopi Nako
tata telak tempat duduk kurang nyaman,negative,Kopi Nako
nice place nice coffee but its so crowded on the weekend,positive,Kopi Nako
cozy,negative,Kopi Nako
tempat mayan nyaman buat ngobrol dan nongkrong makanan ala kadar dan mahal layan aduh ancur banget suruh ambil kopi sendiri dan ambil makanan sendiri pdhal makanan nya mahal2 shrusnya layan juga oke,negative,Kopi Nako
mantap the best kopi sama makan cocok buat santai dan metime the best,positive,Kopi Nako
b saja so so kurang tempat non smoking area,negative,Kopi Nako
enak tempat nyaman staff ramah,positive,Kopi Nako
tempat luas sayang saja tidak ada non smoking area karena tempat buka semua rasa kopi ok harga gak terlalu mahal cuma agak kurang suka sama layan kasir kurang ramah,negative,Kopi Nako
tempat keren banget worth sama harga soal makanan sama minum enak banget rekomended banget poko the best,positive,Kopi Nako
nice place nice matcha late nice musholla nice cashier nice barista and crews and what a nice cat you have or she s the manager love this but to find parking space especially for car in the weekend quite difficult,positive,Kopi Nako
kopi enak dari sma kesini teruss goodjob,positive,Kopi Nako
wfc sini lumayan pw colok banyak cocok buat colok cashan laptop kopi nya enak,positive,Kopi Nako
makan lama datengnya hampir jam,negative,Kopi Nako
makanan nya enak kopi strong enak banget cozy abis,positive,Kopi Nako
baru saja hilang sepatu saat sedang solat dan tidak ada tanggung jawab sama sekali dari pihak nako nya,negative,Kopi Nako
banyak gratis,positive,Kopi Nako
sangat kecewa saya dan teman saya pesan minuman baru minum sedikit dan tinggal sebentar foto foto tidak jauh dari meja malah buang dan resin hati hati buat yang kesini kalo mau ke wc atau foto foto minuman sama makanan nya bakal resin langsung,negative,Kopi Nako
harus tambah stand umbrella biar tidak pegal megang payung pas hujan,negative,Kopi Nako
varian kopi selalu enak makananya enak enak,positive,Kopi Nako
kopi nako tempat asyik untuk diskus sambil ngopi dan makan cemilan,positive,Kopi Nako
tata telak tempat duduk kurang nyaman,negative,Kopi Nako
enak makan tempat juga tapi mbak mbak jutek kurang ramah,negative,Kopi Nako
tempat nongki paling nyaman,positive,Kopi Nako
asik banget buat nongkrong kopi enak makanan juga enak,positive,Kopi Nako
b saja so so kurang tempat non smoking area,negative,Kopi Nako
baru saja hilang sepatu saat sedang solat dan tidak ada tanggung jawab sama sekali dari pihak nako nya,negative,Kopi Nako
sejuk kali layan nya bagus zidan good dan ramah,positive,Kopi Nako
cenderung aga mahal,negative,Kopi Nako
salah satu tempat nongkrong di cafe kawasan kbp untuk dar ngopi dan ngemil,positive,Kopi Nako
layan tidak ramah,negative,Kopi Nako
tata telak tempat duduk kurang nyaman,negative,Kopi Nako
parah banget sih di google tutup jam 2 malem dtg kesitu jam 11 udah close order hadeu alesannya weekend saja jam 2 tapi di google tiap hari loh tutup jam 2,positive,Kopi Nako
waitersnya ngeliatin mulu tiap lewat meja risih jadi males,negative,Kopi Nako
layan ok kopi ok nasi goreng ayam dan tahu garang asem biasa banget,positive,Kopi Nako
good food surprisingly tasty plenty of interesting beverage choices especially coffee nice area if it s not raining cleaning of the ashtray should be enhanced one thing i dissapointed the most is the use of plastic container on all of the menu please be aware of this,negative,Kopi Nako
tempat yang nyaman untuk ngopi,positive,Kopi Nako
saya sangat puas dengan alam di cafe kopi nako layan ramah utama kak rishel dan cepat buat kami rasa sangat perhati makanan yang saji juga enak dengan pilih yang agam dan rasa yang lezat kopi juga sangat nikmat pas untuk tani waktu santai tempat nyaman dan suasana cozy cocok untuk nongkrong maupun kerja sangat rekomendasi,positive,Kopi Nako
tempat bagus asik buat nongkrong cuma sayang saya pesan kwetiaw goreng asin banget smg k dpnnya bisa d prbaiki,negative,Kopi Nako
venue 2 10 wifi oke dan kenceng arsitektur bagus dengan suasana outdoor namun sayang semua lebih itu harus rusak dengan suara musik yang terlalu kencang dan berisik bikin alam ngobrol sangat ganggu dan tidak nyaman berisik banget sumpah sampai sudah pindah beberapa tempat tetep saja gendang telinga rusak suara musik kenceng banget tolong kondisi lah orang mau ngafe bukan mau dengerin playlist elu yang kenceng ngalah2in konser bagus kok kalo volume rangin dikit saya yakin makin rame nih kafe food beverages 3 10 kopi lumayan enak tapi makan sangat kurang french fries terlalu asin goreng nugget maupun tahu cabe garam banyak sekali minyak dan rasa tidak ada yg enak buat ganjel perut doang it s ok tapi kalo soal rasa no bisa di improve lagi price 4 10 standar kafe kota tidak mahal tidak murah tapi turut saya masih kurang dengan kualitas makanan segitu harus lebih ekonomis lagi service 7 10 ok good,negative,Kopi Nako
