text,text,sentiment,brand
"Karyawan yang kurang sopan

Cas laptop saya malah dirusak disaat karyawan membersih  meja disekitar , malah tali kabel main tendang aja

Tidak ada kehati hatiann dalam bekerja .
Apakah ini bagian dari usir konsumen , saya menggunakan ruangan juga masih ada yang lebih lama dari saya .

Warung semakin banyak , dan semakin ketat bersaing , sehingga konsumen lebih sensitif menilai pelayanan",513|||Karyawan kurang sopan. Laptop saya rusak saat karyawan membersihkan meja sekitar; kabel ditendang sehingga rusak. Tidak ada kehati-hatian dalam bekerja. Apakah ini bentuk pengusiran konsumen? Saya juga memperhatikan ada pengunjung yang duduk lebih lama dari saya namun tidak diusir. Persaingan antar warung semakin ketat sehingga konsumen menjadi lebih sensitif menilai pelayanan.,negative,Kopi Kenangan
"Buka 24 jam, lokasi strategis","731|||Buka 24 jam, lokasi strategis.",positive,Kopi Kenangan
"Proses lama yang kerja sendiri,yang beli banyak. Menajem nya aneh.kasian pelayanya.","1344|||Proses lama ketika pekerja sendirian melayani banyak pembeli; manajemennya kurang baik, kasihan pelayan.",negative,Kopi Kenangan
sedih bgt dikasih milkbun agak basi kynya bekas kemarin krn emg sisa satu :(,"1075|||Sangat kecewa karena mendapat milk bun yang agak basi, kemungkinan sisa dari hari sebelumnya.",negative,Kopi Kenangan
"Salah satu caffe Kopken ter cozy sih tampatnya bersih rapih, buat nongkrong lama lama ini cocok banget","Salah satu gerai Kopi Kenangan yang cozy; tempat bersih dan rapi, cocok untuk nongkrong lama.",positive,Kopi Kenangan
Super lelet parah karyawan banyak ngambil gosend harus nya ready ini mh harus nunggu 25 menit sungguh tarlslu,1187|||Sangat lambat; banyak karyawan memilih mengambil pesanan GoSend sehingga pesanan lain harus menunggu hingga sekitar 25 menit — sungguh berlebihan.,negative,Kopi Kenangan
"Pelayanan lama, pekerja terlalu santai, pintu rusak juga gak di perbaiki.",813|||Pelayanan lama; pekerja terlalu santai; pintu rusak juga tidak diperbaiki.,negative,Kopi Kenangan
Tempat kurang nyaman,1072|||Tempat kurang nyaman.,negative,Kopi Kenangan
"Dah lama, racikan gk enak
Pelayanan juga kurang","Sangat kecewa karena drive-thru sangat lambat; ini sudah beberapa kali terjadi sehingga saya merasa perlu menulis ulasan. Tidak ada masalah dengan produk, tetapi jika tidak mampu menyediakan layanan drive-thru yang baik, sebaiknya tidak dipaksakan.",negative,Kopi Kenangan
"Yg namanya hari weekend itu pasti rame, tolong lah kepada owner jangan sampe pelayanan hanya 1 orang.",1138|||Di akhir pekan tempat pasti ramai; mohon kepada pemilik agar pelayanan tidak hanya dijalankan oleh satu orang.,negative,Kopi Kenangan
Tempatnya nyaman.dan bersih,751|||Tempatnya nyaman dan bersih.,positive,Kopi Kenangan
"Tempat nongkrong baru, tapi untuk tempatnya kurang di musholanya aja gak ada. Ac-nya terlalu dingin jadi gak bisa lama2. Disini gak bisa semua reedeem voucher bisa dilakukan","Spot nongkrong baru; fasilitas mushola kurang, AC terlalu dingin sehingga tidak bisa lama-lama. Beberapa voucher tidak dapat diredeem di sini.",negative,Kopi Kenangan
"Kopi kenangan terburuk yg pernah d temui
Pegawai nya sangat tengik ,,antri lebih awal bisa lebih dulu yg baru pesan sangat tengik pegawai nya
Antrian tidak jelas dan pelayanan sangat buruk ,,,
Sangat tidak recommended mending beli d tempat yg lain","1182|||Kopi Kenangan terburuk yang pernah ditemui; pegawainya tidak profesional, antrian tidak jelas, dan pelayanannya sangat buruk — sangat tidak direkomendasikan.",negative,Kopi Kenangan
Untuk Menu minum sangat memuaskan tp menu nasi gorengnya kurang pas di lidah. Sepertinya itu nasi goreng instan yang hanya dipanaskan namun untuk rotinya cukup enak,564|||Untuk menu minuman sangat memuaskan tetapi nasi goreng kurang cocok di lidah saya; kemungkinan nasi goreng hanya dipanaskan. Roti cukup enak.,positive,Kopi Kenangan
"Di aplikasi sudah di klik pesan sudah jadi, pas saya mau pick up bilang nunggu di panggil, selang 20 menit mereka ngobrol"" sesama barista sampai pesanan saya tdk di buat"" . Saya komplain langsung ternyata pesanan saya belum di buat sama mereka . Barista cewe dan cowo pake kaca mata . Kejadian senin 9 desember jam 20.00","Di aplikasi sudah di klik pesa sudah jadi, saat saya mau pick up saya dibilang untuk tunggu dipanggil. Setelah 20 menit ternyata mereka mengobrol sesama barista sampai pesanan saya tidak dibuat. Saya komplain langsung terbyata pesanan saya belum dibuat oleh mereka. Barista cewek dan cowok pakai kacamata.Kejadian Senin 9 Desember jam 20:00.",negative,Kopi Kenangan
Kopi kenenagan tapi tidak pernah ada kenangan ,"Namanya Kopi Kenangan tetapi tidak memberikan ""kenangan""—kopinya tetap enak.",negative,Kopi Kenangan
Tutup permanen . bru mau cri malah udh tutup permanen foto di pakiran lotte,"Tertulis ""tutup permanen""; saat saya hendak mencari, ternyata sudah tutup permanen—terlihat di foto di parkiran Lotte.",positive,Kopi Kenangan
Bagus,1029|||Bagus.,negative,Kopi Kenangan
Pesan lewat apk kopkep nya seperti biasa tinggal ambil. Pas cek kopi nya banyak sekali serbuk hitam. Saya pikir kopi tp udah di kocok ttp masih ada. Komplen ke WA nya. Jawabannya cuma minta maaf atas ketidaknyamanannya. WOW uang melayang hanya dapat maaf. Brand segede ini punya QC yang buruk dan handling komplen yg saaangat buruk.,"Pesan melalui aplikasi Kopi Kenangan seperti biasa dan saat sudah siap diambil, saya cek kopinya dan ternyata banyak sekali serbuk hitam. Saya pikir kopi tapi setelah dikocok tetap masih ada. Saat saya mengadukan ke WhatsApp-nya, jawabannya hanya minta maaf atas ketidaknyamanannya. Wow, uang saya melayang hanya dapat permintaan maaf. Merek sebesar ini memiliki quality control yang buruk dan mengatasi aduan sangat buruk.",negative,Kopi Kenangan
"Roti gede sma tepung aja isian sedikit ..payah
Kopi standar lah ...sama seperti yg lain ..cuma es nya ga pelit ....kaya es dikopiin.... bukan es kopi","987|||Rotinya besar namun isian sedikit sehingga mengecewakan. Kopinya standar seperti tempat lain; esnya banyak sehingga terasa seperti es yang mendominasi, bukan es kopi yang pas.",negative,Kopi Kenangan
"Pesen promo akhir tahun tanggal 30 desember 2023, 1 lt matcha latte 1 lt americano. Di americanonya kedapetan ada lalat kayak gini, yakin dari kopinya karena dirumah gak ada lalat bentukan kayak gini

Edit: setelah komplain, dari pihak outlet hanya menyatakan saja bahwa proses pembuatan sudah sesuai sop tanpa adanya follow up apapun, seakan akan hal tersebut sepenuhnya kesalahan pembeli","730|||Saya memesan promo akhir tahun tanggal 30 Desember 2023: 1 L matcha latte dan 1 L americano. Di americano terdapat lalat; yakin berasal dari kopi karena di rumah tidak ada lalat serupa. Setelah mengajukan komplain, pihak outlet hanya menyatakan proses pembuatan sudah sesuai SOP tanpa tindak lanjut apapun, seakan masalah sepenuhnya kesalahan pembeli.",negative,Kopi Kenangan
Kopi lokal best bgt rasanya,777|||Kopi lokal terbaik rasanya.,positive,Kopi Kenangan
Bagus,1358|||Bagus.,negative,Kopi Kenangan
Nice coffee..one of my favourite..,Kopi enak—salah satu favorit saya.,positive,Kopi Kenangan
"Tempatnya bersih,nyaman...
Sambil minum kita bisa liat"" mobil,motor dan org yg sedang berlalu lalang...
Gk akan ngebosenin ...",1334|||Tempatnya bersih dan nyaman; sambil minum kita dapat melihat kendaraan dan orang yang berlalu sehingga tidak membosankan.,positive,Kopi Kenangan
"Rekomendasi buat nugas dan nyantai daerah buah batu, tempatnya lumayan ramai dan untuk rasa tidak usah diragukan enakkk",710|||Direkomendasikan untuk mengerjakan tugas dan bersantai di daerah Buah Batu; tempatnya cukup ramai dan rasanya tidak perlu diragukan.,positive,Kopi Kenangan
"Yg namanya hari weekend itu pasti rame, tolong lah kepada owner jangan sampe pelayanan hanya 1 orang.","Hari weekend pasti ramai, kepada owner tolong jangan hanya ada 1 barista saja.",negative,Kopi Kenangan
Prosesnya  lama banget....sampai kesel  nungguin,1137|||Prosesnya sangat lama sehingga membuat kesal menunggu.,negative,Kopi Kenangan
Mantaf Poko nya,Mantap pokoknya.,positive,Kopi Kenangan
"Baru kali ini kopi kenangangan yang online disuruh antri sama tamu reguler , antrian reguler sampai ke pintu ,
Perbaiki untuk offline dan online",Terjadi situasi di mana pelanggan online diarahkan untuk antre bersama pelanggan reguler hingga antrean mengular sampai ke pintu. Mohon perbaikan integrasi layanan online dan offline.,negative,Kopi Kenangan
"buka 24 jam, lokasi mudah dijangkau, plus tempat luas dan banyak colokan, cocok buat WFC, dan tempatnya bersih sekali, bahkan sampai toiletnya juga kinclong, enak buat lama-lama disini.","Gerai buka 24 jam, lokasi mudah dijangkau, banyak colokan listrik, cocok untuk work from cafe. Tempat bersih, termasuk toilet—sangat nyaman untuk berlama-lama. Pelayanan staf baik.",positive,Kopi Kenangan
Ok,898|||Baik.,positive,Kopi Kenangan
Cozy place to have a meeting,Tempat nyaman untuk rapat.,positive,Kopi Kenangan
Tempat yg asik untuk nunggu jadwal travel berangkat,Tempat yang asik untuk menunggu jadwal keberangkatan travel.,positive,Kopi Kenangan
TOP!,TOP!,positive,Kopi Kenangan
Ngopi dulu Bray,970|||Saya akan minum kopi terlebih dahulu.,positive,Kopi Kenangan
"Saya dan pasangan saya pesan toast, dan 2 2 nya toastnya tidak disajikan dalam keadaan hangat/panas, malah dingin kayak dari kulkas toastnya, mayonesnya beku, rotinya dingin, kejunya dingin banget, jadi nyesel beli toast di kopi kenangan cibaduyut","Kekurangan di cabang ini hanya satu, yaitu keberadaan tukang parkir yang tiba-tiba muncul saat kita hendak keluar. Hal tersebut cukup mengganggu karena sejak awal tidak ada, tetapi ketika hendak pulang tiba-tiba muncul. Sebaiknya tidak perlu ada juru parkir seperti itu, karena dapat menurunkan suasana hati. Saya sudah cukup lelah dan ingin menikmati Kopi Kenangan setiap hari, tetapi jadi enggan karena masalah parkir. Secara keseluruhan, Kopi Kenangan tetap baik.",negative,Kopi Kenangan
"padahal pesen yg ada boba nya kok ga d kasih sedotan bubble (yg ukuran besar) malah d kasih sedotan kecil trs gimana cara sedot boba nya,+ ga d tawarin pake plastik ini staff cewe jadi jlk pelayanan nya, biasanya kalo staff cowo bagus2 aja pelayanan nya","Saya pesan yang ada boba, tetapi tidak diberi sedotan bubble berukuran besar—malah diberi sedotan kecil sehingga sulit untuk menyedot boba; juga tidak ditawar dengan plastik. Staf perempuan yang melayani kurang ramah; biasanya staf laki-laki lebih baik pelayanannya.",negative,Kopi Kenangan
"The employees are not very friendly to an old customers. They serve as if i want to ask for free coffee..
In contrary to the employees at Bursa efek bandung and griya pahlawan branches.  They are very kind and friendly..
The coffee itself is the BEST ❤️","Pegawainya tidak terlalu ramah terhadap pelanggan tua. Mereka melayani saya seolah-olah saya meminta kopi gratis. Secara kontras, pegawai di cabang Bursa Efek Bandung dan Griya Pahlawan sangat baik dan ramah. Tetapi jika membicarakan soal kopinya, sendiri, memang terbaik.",negative,Kopi Kenangan
"Tempat nongkrong baru, tapi untuk tempatnya kurang di musholanya aja gak ada. Ac-nya terlalu dingin jadi gak bisa lama2. Disini gak bisa semua reedeem voucher bisa dilakukan","Spot nongkrong baru; fasilitas mushola kurang, AC terlalu dingin sehingga tidak bisa lama-lama. Beberapa voucher tidak dapat diredeem di sini.",negative,Kopi Kenangan
"Yg namanya hari weekend itu pasti rame, tolong lah kepada owner jangan sampe pelayanan hanya 1 orang.",1138|||Di akhir pekan tempat pasti ramai; mohon kepada pemilik agar pelayanan tidak hanya dijalankan oleh satu orang.,negative,Kopi Kenangan
"padahal sepi tapi pelayanan nya ga banget, JUTEK BANGET!!! posisi pinggir jalan ya pasti ga kedenger kalau si mba nya ngomong pelan2, pas saya ga denger eh ngomong nya nyentak. engga lagi deh beli kenangan disini, mending di store lain lebih ramah!","Tempatnya bersih dan nyaman. Saat menikmati minuman, kita dapat melihat kendaraan dan orang yang berlalu—tidak membosankan.",negative,Kopi Kenangan
"Paling lieur mun nganter emak2 balanja, kukurilingan kuatka siga balap mobil, ditambah tempat didieu badag nepika 5 lantai, beuki lieur keur mah puasa","1342|||Cukup membingungkan saat mengantar emak yang berbelanja; tempat ini besar hingga lima lantai, terasa melelahkan saat puasa.",positive,Kopi Kenangan
"The response from the store was so strange.
I ordered during open hours on grab, but it appears the clerk made a mistake and missed it!
An hour after closing, it was marked as being handed over to the grab driver, and the grab driver actually went to pick it up!
Of course the store is closed!
I can only assume they went there to hide their mistake.
Shouldn't there be an apology for the fraud that the order was completed as well as the inconvenience caused to the grab driver to hide the mistake?","Respons dari toko sangat aneh. Saya memesan melalui Grab saat jam buka, tetapi sepertinya kasir melakukan kesalahan dan melewatkannya! Satu jam setelah tutup, pesanan ditandai sebagai sudah diserahkan kepada driver Grab, dan driver tersebut benar-benar datang mengambilnya—padahal toko sudah tutup! Saya menduga mereka melakukan itu untuk menutupi kesalahan. Seharusnya ada permintaan maaf atas kesalahan pencatatan dan ketidaknyamanan yang dialami driver Grab.",negative,Kopi Kenangan
Kopi kenenagan tapi tidak pernah ada kenangan ,1372|||Kopi Kenangan tetapi tidak pernah menghadirkan kenangan.,negative,Kopi Kenangan
"Tempat : sangat nyaman, banyak space tempat yang tersedia, dan terjaga kebersihannya.
Minuman : tidak pernah mengecewakan memang kopi kenangan itu, selalu memberikan kejutan disetiap menu minuman yang disediakan
Harga : sangattttt terjangkau dan nikmat untuk sekedar nongkrong atau tugas","992|||Tempatnya sangat nyaman, banyak ruang yang tersedia, dan kebersihannya terjaga. Minumannya tidak pernah mengecewakan; Kopi Kenangan selalu memberikan kejutan pada setiap menu. Harganya sangat terjangkau dan cocok untuk nongkrong atau mengerjakan tugas.",positive,Kopi Kenangan
Ada tukang palkir nya,1313|||Tersedia tukang parkir.,negative,Kopi Kenangan
"The WORST EVER product and services!why the UNICORN COMPANY like kopi kenangan seperti ini ya? Saya hampir tiap hari beli kopken dgn detail yg sama di bbrp gerai dan dibuah batu lebih sering karna dekat kantor.tp kenapa kali ini seperti ini???
1. Standar penyajian yg hanya setengahnya,saya disini order 2 cup large isinya dua2nya sama hanya setengah
2. Komunikasikan tolong kalau misalkan ada orderan yang tidak mengerti/lainnya anda dpt dikomuniksikan terlebih dahulu fitur chat kan canggih ya dijaman sekarang, apalagi sekelas kopken yg sampe punya aplikasi sendiri
3. Saya mengajukan pengembalian yg jelas2 ada buktinya(disini saya kesal kesali) kenapa ditolak??are u kidding me??
Kepada team management kopken tolong dijadikan concern ya, karna sayang sekali kalau cara menghandle complainnya seperti itu (menolak pengembalian), ingat Coffee shop sudah menjamur, competitor semakin banyak.terimakasih","583|||Produk dan layanan sangat buruk menurut pengalaman saya. Beberapa masalah: penyajian setengah porsi untuk dua cup large; komunikasi terkait pesanan tidak jelas—seharusnya ada komunikasi melalui fitur chat aplikasi; pengembalian ditolak padahal bukti ada, hal ini membuat kecewa. Kepada manajemen mohon menjadi perhatian karena penanganan komplain yang buruk dapat membuat pelanggan beralih ke kompetitor.",negative,Kopi Kenangan
Bagus tempatnya nyaman mudah di akses buat nongkrong bareng teman juga ok,"752|||Tempatnya bagus, nyaman, mudah diakses untuk nongkrong bersama teman.",positive,Kopi Kenangan
Baristanya lucuq,Baristanya lucu,positive,Kopi Kenangan
"Kopi kenangan dengan pelayanan paling lama di kota bandung, pahdal order lewat aplikasi",1224|||Kopi Kenangan memiliki pelayanan terlama di Kota Bandung ketika memesan lewat aplikasi.,negative,Kopi Kenangan
Nyaman banget aslinya dah dari outlet yang lain,821|||Sangat nyaman seperti outlet lainnya.,positive,Kopi Kenangan
"order choco black forest via apps dan masih TERSEDIA dan tibatiba di telfon sama admin kalau stock habis, minta cancel gabisa dan ribet. kacau","772|||Saya memesan choco black forest via aplikasi dan terdapat ketersediaan, namun tiba-tiba dihubungi admin bahwa stok habis dan pembatalan tidak mudah; prosesnya merepotkan.",negative,Kopi Kenangan
Lelet sekaali kan goblog,Pelayanan sangat lambat kali ini — mengecewakan.,negative,Kopi Kenangan
"Kecewa banget pesen di aplikasi pick up tapi pesenan banyak es nya padahal es nya normal dan satu pesenan lagi less ice, ini tuh kerasa rasanya watery. Padahal di cabang lain tuh rasanya kentel dan kerasa kopinya, tolong lah di training lagi barista cewenya!!","Saya sangat kecewa karena memesan minuman melalui aplikasi dengan opsi pickup; pesanan yang saya terima berisi terlalu banyak es padahal saya memilih es dalam jumlah normal, dan pada pesanan lain saya memilih kurang es namun rasanya menjadi encer sekali seperti air. Padahal pada cabang lain rasa minumannya lebih kental dan karakter kopi lebih terasa. Mohon agar barista perempuan di cabang ini mendapatkan pelatihan ulang.",negative,Kopi Kenangan
apaan tukang parkir kok kayak malakin orang,1248|||Sikap tukang parkir menyerupai pemaksaan.,negative,Kopi Kenangan
Kecewa,Kecewa.,negative,Kopi Kenangan
Good cuman parkirnya susah,"1320|||Bagus, hanya saja parkirnya sulit.",positive,Kopi Kenangan
"sebenernya vibes di sini udah enak banget, cuma sayangnya gada wifi buat customer cmn ada buat operasional doang. tadinya mau nugas gajadi deh wkwkw mau connect wifi malah disuruh connect ke tempat makan sebelah wkwkw padahal udh enak bgt, gak terlalu rame, bersih. tp itu ajasi minusnya.","775|||Suasana di sini sebenarnya sudah sangat enak, namun sayang tidak ada Wi-Fi untuk pelanggan, hanya untuk operasional. Saya sempat ingin mengerjakan tugas namun batal karena tidak dapat terhubung Wi-Fi; padahal tempatnya enak, tidak terlalu ramai, dan bersih.",negative,Kopi Kenangan
